,NASDAQ,AAPl,MSFT,GOOG,AMZN,NVDA,TSLA,META,AVGO,COST,PEP,AMGN,TXN,AMD,TMUS,NFLX,CMCSA,AZN,CSCO,ASML,ADBE,INTC,INTU,SNY,KHC,HON,QCOM,AMAT,BKNG,SBUX,ISRG,ADP,MDLZ,MAR,VRTX,REGN,ADI,ORLY,LRCX,MU,ATVI,CME,PANW,EQIX,SNPS,CHTR,NTES,MELI,PYPL,CDNS,CSX
7/8/2015 16:00:00,4909.76,30.64,44.24,25.84,21.49,4.91,17,85.65,128.05,139.9,95.61,153.52,49.53,2.01,38.47,93.51,30.85,16.08,26.99,97.14,79.99,29.5,103.43,48.06,75.4,96.12,61.91,18.55,1116.94,53.39,53.18,80.03,41.41,73.96,121.54,509.3,61.94,230.82,77.95,17.63,24.8,95.01,57.49,256.35,49.69,172.27,26.47,129.9,34.7,19.22,10.6
7/9/2015 16:00:00,4922.4,30.02,44.52,26.03,21.72,4.85,17.19,85.88,124.68,139.45,94.59,154.99,48.11,1.98,38.77,95.73,31.01,16.14,26.91,99.62,80.47,28.93,103.58,48.78,74.8,96.32,61.86,18.52,1126.07,54.05,53.5,80.69,41.25,74.18,120.89,509.03,60.89,231.38,77.63,17.15,25.13,96.97,58.27,256.68,50.32,172.65,28.19,133.31,34.5,19.45,10.63
7/10/2015 16:00:00,4997.7,30.82,44.61,26.51,22.18,4.94,17.28,87.95,129.84,142.72,95.55,153.26,49.01,1.96,39.03,97.23,31.6,16.61,27.28,102.7,80.59,29.17,104.36,51.49,77.31,97.49,62.73,18.77,1143.19,54.57,54.21,81.52,41.41,75.97,122.95,526.01,61.51,235.9,78.53,17.57,25.36,98.51,60.27,258.78,50.38,177.39,27.99,135.63,34.69,19.58,10.71
7/13/2015 16:00:00,5071.51,31.42,45.54,27.33,22.78,4.97,17.48,90.1,129.18,144.06,97.22,154.5,49.33,1.96,39.26,101.09,31.86,16.8,27.79,103.3,81.44,29.73,105.43,52.1,78.83,98.79,63.43,19.31,1171.39,55.7,55.28,81.73,41.6,76.98,124.24,536.21,61.87,239.82,79.27,17.61,25.89,98.09,60.38,259.94,50.71,178.54,28.21,135.64,36.78,19.79,10.63
7/14/2015 16:00:00,5104.89,31.4,45.62,28.06,23.28,4.97,17.71,89.68,132.3,143.93,97.13,155.39,49.76,2.05,39.44,100.37,31.62,16.96,28.03,103.07,81.89,29.65,105.83,53.34,78,99.08,63.94,18.89,1171.43,55.75,54.66,81.89,41.88,77.26,129.44,542.9,62.62,237.28,79.85,19.61,26.06,97.22,61.42,261.07,51.07,177.08,29.04,134.9,36.93,19.69,10.69
7/15/2015 16:00:00,5098.94,31.71,45.76,28.01,23.06,4.94,17.54,89.76,131.72,143.63,96.35,152.31,49.49,1.96,39.05,98.13,31.88,16.97,28.11,106.68,82.12,29.69,106.33,52.99,76.71,98.85,63.88,18.57,1167.54,55.34,54.5,82.5,41.34,77.36,133.53,543.38,62.92,237.69,79.49,18.89,25.77,97.81,61.71,259.8,51.15,181,28.38,135.6,37.51,19.69,10.8
7/16/2015 16:00:00,5163.18,32.13,46.66,28.99,23.77,5.05,17.78,90.85,134.7,144.33,96.9,151.31,49.36,1.87,38.62,115.81,32.16,16.9,28.32,100.36,82.52,29.9,108.1,53.53,78.75,98.6,64.55,17.87,1182.99,55.74,54.45,82.9,41.97,78.25,133.9,551.53,62.83,238.97,77.35,19.61,25.85,99.17,63.35,262.12,50.79,183.13,30.15,136.01,38.63,19.56,10.72
7/17/2015 16:00:00,5210.14,32.41,46.62,33.65,24.15,5.02,18.31,94.97,133.66,144.68,96.78,154.1,49.36,1.79,38.04,114.77,32.14,16.88,28.18,100.55,82.1,29.47,106.77,53.6,79.63,100.47,64.34,17.77,1216,55.69,54.42,82.39,41.89,77.7,134.17,551.98,62.46,238.69,77.26,20.12,25.81,99.73,63.75,263.5,50.67,185.67,30.19,137.12,38.39,19.54,10.73
7/20/2015 16:00:00,5218.86,33.02,46.92,33.15,24.41,4.93,18.82,97.91,134.64,145.04,97.31,155.76,50.09,1.8,38.08,110.55,32.16,16.96,28.03,101,82.09,29.1,106.63,53.25,80.11,101.26,63.79,17.77,1247.91,56.21,55.29,82.17,41.81,77.83,133.47,561.17,61.99,240.2,77.08,18.89,26.25,99.84,63.34,270.24,50.86,187.51,30.03,136.79,40.47,19.94,10.67
7/21/2015 16:00:00,5208.12,32.69,47.28,33.12,24.4,4.95,17.78,98.39,134.51,144.94,96.93,159.32,50.23,1.8,37.63,112.51,32.14,16.91,27.84,100.9,81.19,28.72,106.15,52.99,80.22,100.34,65.14,17.83,1235.2,56.2,56.12,81.41,42.07,76.6,130.97,560,62.08,239.71,77.37,18.88,26.09,98.7,64.02,268.84,50.28,185.27,30.21,134.63,39.35,19.8,10.62
7/22/2015 16:00:00,5171.77,31.31,45.54,33.1,24.41,4.85,17.86,97.04,129.59,146.38,97.17,160.45,49.3,1.79,37.73,111.5,32.25,16.81,27.53,100.84,80.73,28.61,106.72,53.09,78.64,99.71,64.19,17.49,1233.97,56.69,61.1,81.69,42.25,76.93,131.02,556.53,58.65,240.65,76.48,18,25.95,98.94,64.13,269.55,50.6,186.06,30.03,134.83,38.39,19.49,10.52
7/23/2015 16:00:00,5146.41,31.29,46.11,32.21,24.11,4.91,17.81,95.44,131.97,145.6,96.87,163.04,50.51,1.76,37.93,110.1,31.24,16.64,28.01,101.93,80.64,28.6,107.25,53.37,76.74,99.31,61.78,17.72,1228.96,56.56,61.91,80.94,42.12,74.62,130.85,556.61,60.05,240.67,77.02,18.7,25.94,96.62,65.7,269.39,50.43,183.76,30.12,133.12,37.01,19.3,10.28
7/24/2015 16:00:00,5088.63,31.13,45.94,31.18,26.47,4.86,17.69,96.95,128.48,144.99,96.18,163.27,49.03,1.67,37.4,109.34,31.09,16.44,28.4,98.53,80.98,28.06,106.69,53.54,76.41,97.83,61.64,17.37,1197.42,57.29,60.68,79.78,42.03,74.02,125.5,541.85,58.49,241.85,75.45,18.34,26.18,96.66,65.63,276.06,50.06,184.33,29.73,131.39,37,19.16,10.27
7/27/2015 16:00:00,5039.78,30.69,45.35,31.36,26.57,4.83,16.87,94.17,124.65,144.25,95.66,164.34,49.03,1.62,36.5,106.43,30.56,32.71,28.21,98.63,79.93,28.35,105,53.33,77.38,96.76,61.98,17.38,1186.08,56.98,60.46,79.72,42.03,73.9,123.23,540.03,57.89,239.84,75.45,18.12,25.61,95.55,62.1,276.64,49.23,181.88,27.72,128.89,36.39,18.97,10.17
7/28/2015 16:00:00,5089.21,30.85,45.34,31.4,26.3,4.93,17.65,95.29,128.42,144.55,96.11,163.7,50.08,1.77,36.92,106.9,31.21,32.81,28.21,99.08,80.59,28.96,105.64,53.81,78.32,99.2,63.1,17.62,1208.09,57.14,60.03,80.58,42.8,74.59,128.3,552.45,58.99,240.95,77.75,19.75,25.71,96.16,62.28,279.2,50.24,184.67,28.09,128.64,37.6,20.79,10.36
7/29/2015 16:00:00,5111.73,30.75,46.29,31.6,26.45,4.99,17.59,96.99,128.58,145.38,96.53,164.25,49.96,1.96,37.04,107.08,31.24,33.01,28.4,99.02,80.25,29.01,105.52,52.64,77.91,100.47,63.17,17.55,1219.43,57.51,60.03,82.34,43.1,77,125.62,546.27,58.79,241.71,77.67,19.87,25.98,97.01,61.22,279.22,50.68,184.35,28.29,134,37.95,20.97,10.5
7/30/2015 16:00:00,5128.78,30.59,46.88,31.63,26.84,5.01,17.79,95.21,127.65,145.3,96.63,164.1,50.24,1.93,38.86,111.56,31.18,33.74,28.3,99.09,81.29,28.91,105.74,53.57,79.21,100.32,64.41,17.57,1222.06,58.06,59.96,80.13,45.27,72.64,135.46,547.1,58.82,238.15,78.57,19.9,26.06,97.01,61.73,282.58,50.9,187.96,28.21,130.68,38.45,20.93,10.49
7/31/2015 16:00:00,5128.28,30.33,46.7,31.28,26.81,4.99,17.74,94.01,125.14,145.3,96.35,158.59,49.98,1.93,40.66,114.31,31.21,33.79,28.42,99.17,81.99,28.95,105.77,53.99,79.47,100,64.39,17.36,1243.57,57.93,59.24,79.77,45.13,72.61,135,553.66,58.33,240.31,76.87,18.51,25.79,96.04,61.94,278.91,50.84,185.86,27.73,130.69,38.7,20.97,10.43
8/3/2015 16:00:00,5115.38,29.61,46.81,31.56,26.75,5.07,17.33,94.14,125.8,145.52,97.45,165.54,50.09,2.2,41.49,112.56,31.61,33.94,28.36,98.14,81.4,29.05,105.05,53.48,80.37,99.67,64.43,17.16,1240.48,58.19,58.5,80.11,45.49,72.57,136.99,554.27,58.67,241.51,75.74,19,25.52,96.97,61.64,282.89,50.58,187.31,27.77,128.4,39.39,20.98,10.38
8/4/2015 16:00:00,5105.55,28.66,47.54,31.46,26.6,5.09,17.75,94.06,123.47,144.84,97.81,172.74,49.84,2.13,41.21,121.15,31.37,34.34,28.03,96.79,82.06,29.13,105.59,53.49,79.81,99.6,63.45,16.83,1283.99,58.7,58.53,80.68,45.6,72.22,140.3,580.94,58.48,243.37,73.09,19.01,25.67,96.69,61.83,280.04,50.97,191.5,28.68,129.17,38.95,20.94,10.29
8/5/2015 16:00:00,5139.94,28.85,47.58,32.19,26.85,5.15,18.01,96.44,124.75,146.89,99.19,171.47,50.86,2.16,40.74,123.71,29.91,34.54,28.27,98.63,83.38,29.12,106.78,54.71,80.48,100.65,63.88,17.03,1351.21,59.01,59.01,81.84,46.29,70.7,141.22,592.4,60.7,244.17,74.05,18.91,28.71,97.89,63.42,280.45,51.6,188.55,29.11,131.92,39.27,21.1,10.25
8/6/2015 16:00:00,5056.44,28.78,46.62,32.13,26.47,5.11,16.41,95.12,123.27,146.44,99.15,171.69,50.25,2.11,40.42,126.45,29.38,34.24,28.21,96.36,82.19,29.01,104.17,54.46,79.76,100.71,62.84,16.85,1351.8,57.23,58.23,80.3,46.81,70.93,139.44,582.47,58.87,241.18,72.52,18.72,28.71,97.09,58.16,280,51.07,187.25,29.21,121,38.85,20.8,10.14
8/7/2015 16:00:00,5043.54,28.88,46.74,31.77,26.13,5.75,16.17,94.3,122.55,145.26,99.1,176.59,50.32,2.09,40.36,123.52,29.41,33.69,28.15,96.97,82.69,28.88,105.44,53.88,78.46,100.39,63.02,16.98,1317.35,57.2,59.22,80.29,46.11,71.37,137.74,579.04,59.61,244.46,72.42,18.44,28.78,97.24,58.51,280.39,51.18,183.85,29.56,121.14,39.13,20.9,9.99
8/10/2015 16:00:00,5101.8,29.93,47.33,31.69,26.2,5.95,16.08,94.15,127.28,146.25,99.09,175.59,52.08,1.93,41.47,123.03,29.73,34.02,28.59,99.42,83.62,29.64,104.99,54.98,78.81,102.15,63.15,17.6,1323.75,56.27,59.14,81.6,46.41,72.55,139.63,581,61.09,247.69,74.87,18.82,28.81,98,58.99,280.09,51.75,184.82,29.84,123.66,39.05,21.38,10.08
8/11/2015 16:00:00,5036.79,28.37,46.41,33.04,26.37,5.92,15.82,93.62,124.21,145.89,98.62,174.8,50.64,1.9,40.95,122.74,29.4,34.05,28.02,99.19,83.9,28.97,104.62,54.39,77.97,100.31,62.55,17.34,1307.87,56.35,58.87,81.33,46.1,72.14,135.87,566.99,59.38,247.64,73,17.88,28.46,97.25,57.98,279.43,51.14,181.33,28.31,123.2,38.85,21.35,9.78
8/12/2015 16:00:00,5044.39,28.81,46.74,32.98,26.3,5.93,15.88,94.19,125.73,146.49,98.38,176.44,51.11,1.9,41.36,120.51,29.71,33.38,27.9,97.08,83.82,29.46,104.72,53.4,76.69,100.47,62.58,17.3,1294.71,56.38,58.81,81.55,46.53,72.27,137.64,579.25,59.74,247.24,72.61,18.19,28.66,97.02,57,280.35,51.24,181.06,28.24,121.27,38.19,21.25,9.84
8/13/2015 16:00:00,5033.56,28.79,46.73,32.82,26.48,5.88,16.17,93.43,124.19,145.27,98.79,169.66,50.63,1.79,41.23,123.73,29.82,33.43,28.7,94.72,84.31,28.87,104.9,53.26,75.99,100.45,62.03,17.05,1285.47,56.85,58.65,82.45,46.01,72.3,137.37,574.1,59,253.92,72.01,17.7,28.85,97.72,57.59,282.23,51.39,180.64,26.78,120.24,37.62,21.35,9.8
8/14/2015 16:00:00,5048.24,28.99,47,32.86,26.58,5.89,16.21,94.42,121.96,146.09,99.23,172.31,50.64,1.84,41.23,123.39,29.44,33.46,29.03,92.69,86.12,29.02,105.62,52.48,76.42,100.98,61.91,16.64,1283.8,57.1,58.87,82.99,46.49,71.85,136.88,576.3,58.84,254.37,72.71,16.95,28.68,98.16,57.85,284.4,51.64,179.82,25.21,119.75,38.14,21.56,9.87
8/17/2015 16:00:00,5091.7,29.29,47.32,33.04,26.76,5.85,17,93.93,125.52,146.09,99.86,170.6,50.9,1.8,42,125.36,30.21,33.61,28.83,93.17,86.77,29.08,105.56,52.83,75.8,101.18,62.07,17.03,1306.56,57.74,59.23,84.7,46.2,72.94,139.61,576.76,59.5,254.64,74.39,17.22,29.3,98.25,58.59,284.51,52.13,186.98,24.8,121.12,38.73,21.8,9.89
8/18/2015 16:00:00,5059.35,29.13,47.27,32.81,26.75,5.77,17.38,95.17,122.24,145.63,99.77,168.56,49.91,1.8,42.04,124.05,29.85,33.72,28.25,92.85,86.45,28.91,105.72,52.3,75.19,101.11,61.32,16.53,1291.83,57.83,58.86,84.69,46.15,72.38,139.76,569.67,57.9,254.45,72.27,16.38,29.22,98.29,57.88,287.42,51.98,188.81,24.5,117.93,37.99,21.62,9.87
8/19/2015 16:00:00,5019.05,28.75,46.61,33.05,26.65,5.75,17.02,95.31,121.45,145.17,98.99,170.62,49.2,1.8,41.86,122.06,29.96,33.35,27.8,90.92,85.48,28.36,106.27,52.03,74.78,99.99,61.18,16.44,1291.35,57.59,58.51,84.47,45.21,71.91,141.48,568.91,58.38,256.47,72.41,15.9,28.98,97.23,58.04,285.59,52.3,188.2,24.42,113.89,37.19,21.63,9.64
8/20/2015 16:00:00,4877.49,28.16,45.66,32.34,25.79,5.54,16.15,90.56,115.03,143.71,97.98,168.58,47.43,1.7,40.74,112.49,29.19,32.55,27.04,87.44,82.69,27.53,102.93,50.72,74.25,97.71,60.15,15.98,1257.54,55.81,57.14,82.71,44,70,132.91,546.65,53.82,251.32,71.02,14.74,27.98,96.06,53.54,279.96,48.6,182.74,23.95,107.88,35.98,20.47,9.45
8/21/2015 16:00:00,4706.04,26.44,43.07,30.62,24.72,5.37,15.38,86.06,111.45,138.99,96.25,167.72,45.96,1.78,40.13,103.96,28.39,31.63,26.47,85.91,78.87,26.56,89.28,49.51,72.27,94.13,57.61,15.48,1216.92,52.84,56.32,79.23,43.2,69.33,125.47,527.18,53.78,238.17,69.75,14.53,27.22,91.64,53,271.31,47.52,177.53,22.84,106.54,34.25,19.8,9.13
8/24/2015 16:00:00,4526.25,25.78,41.68,29.48,23.17,5.18,14.59,82.09,109.94,132.97,91.83,169.79,44.89,1.75,38.73,96.88,27.21,30.64,25.19,85.3,74.27,26.25,84.25,47.68,70.87,90.7,55.28,15.1,1174.12,50.34,54.53,76.28,41.96,66.69,119.27,504.58,51.67,231.85,67.32,14.44,26.16,88.74,51.67,255.53,45.7,171.5,21.43,103.49,33.75,19,8.76
8/25/2015 16:00:00,4506.49,25.94,40.47,29.1,23.32,5.07,14.67,83,108.51,132.71,89.64,167.72,43.52,1.66,38.13,101.52,26.93,30.28,24.62,87.01,74.57,25.87,79.87,47.83,70.21,89.42,53.88,14.84,1178.81,51.09,54.94,73.52,41.31,66.56,121.17,499.02,50.61,231.69,67.4,14.27,26.18,89.1,52.8,251.11,44.98,171.29,22.5,102.16,32.7,18.75,8.44
8/26/2015 16:00:00,4697.54,27.42,42.71,31.43,25.04,5.45,14.99,87.19,116.2,138.16,92.49,166.57,45.41,1.72,38.96,110.13,27.7,31.13,25.68,88.4,77.33,27.3,83.29,49.13,73.91,93.13,56.66,15.24,1223.46,53.96,56.49,77.8,42.2,69.92,130.11,535.47,54.22,239.03,70.75,14.42,27.29,91.74,55.98,260.8,46.71,177.6,22.29,104.76,33.17,19.51,8.79
8/27/2015 16:00:00,4812.71,28.23,43.9,31.88,25.92,5.66,16.2,89.73,126.26,140.21,93.6,161.15,47.06,1.78,39.94,117.66,28.39,31.61,26.17,91.91,78.91,27.72,86.6,50.08,75.18,95.09,57.36,15.94,1252.01,55.95,57.29,78.03,42.76,71.11,133.75,538,56.48,242.96,73.11,15.67,27.93,93.77,55.93,266.14,46.94,181.65,24.17,111.97,34.62,19.94,9.16
8/28/2015 16:00:00,4828.32,28.32,43.93,31.52,25.9,5.68,16.57,91.01,127.62,139.95,93.53,155.19,47.99,1.85,40,117.63,28.39,31.67,26,91.98,79.4,28.42,86.21,49.28,74.69,95.22,57.45,15.99,1259.39,55.63,57.14,78.41,42.8,71.58,134.05,536.7,56.45,240.99,72.92,15.96,29.22,94.62,56,268.78,47.1,181.59,23.58,113.19,35.04,20.14,9.27
8/31/2015 16:00:00,4776.51,28.19,43.52,30.91,25.64,5.62,16.6,89.43,125.97,140.05,92.93,147.64,47.84,1.81,39.61,115.03,28.17,31.28,25.88,91.02,78.57,28.54,85.75,48.92,72.66,94.5,56.58,16.09,1248.64,54.71,56.77,77.32,42.36,70.66,127.52,513.5,55.86,240.07,72.77,16.41,28.63,94.44,54.74,269.77,46.93,181.61,22.24,110.05,35,20.02,9.13
9/1/2015 16:00:00,4636.1,26.93,41.82,29.89,24.83,5.39,15.91,87.23,119.37,138.3,91.33,145.19,46.34,1.71,38.96,105.79,27.51,30.69,25.12,89.16,75.99,27.82,84.1,48.11,70.12,91.35,55.02,15.49,1215.36,53.5,55.94,75.1,41.01,69.09,124.04,496.42,53.55,231.54,69.56,15.82,27.86,91.12,53.95,262.87,45.64,177.76,22.05,108.63,33.77,19.72,8.91
9/2/2015 16:00:00,4749.98,28.09,43.36,30.72,25.53,5.55,16.51,89.89,124.04,140.42,91.64,153.98,47.35,1.77,39.32,105.44,27.94,31.68,25.65,90.63,77.25,28.6,85.83,49.23,72.07,93.3,55.86,15.68,1242.87,55.26,56.79,77.09,42.27,70.92,129,518.78,54.59,239.66,71.1,16.29,28.37,92.56,54.53,269.95,46.31,179.68,21.9,109.94,35.07,19.93,9
9/3/2015 16:00:00,4733.5,27.59,43.5,30.31,25.24,5.57,16.37,88.15,123.77,140.48,92.13,155.72,47.46,1.79,39.45,101.06,28.11,32.24,25.9,92.68,78.32,29.08,86.04,49.57,72.16,93.84,55.55,15.76,1240.37,54.69,57.08,77.55,43.24,71.07,126.53,508.51,55.17,237.94,71.75,16.59,28.6,93.81,54.01,274.44,47.14,182.88,21.85,112.23,35.31,20.52,9.09
9/4/2015 16:00:00,4683.92,27.32,42.61,30.04,24.95,5.44,16.13,88.26,121.15,138.48,90.92,155.89,46.53,1.82,39.22,98.79,27.89,31.7,25.52,91.37,76.89,28.52,85.13,48.45,70.57,91.95,54.29,15.39,1245.25,54.28,56.49,76.15,42.57,70.02,126.99,499.99,53.96,234.65,69.75,16.82,28.1,92.43,54.13,269.88,46.6,183.02,21.53,108.18,34.29,20.29,8.95
9/8/2015 16:00:00,4811.93,28.08,43.89,30.73,25.88,5.67,16.54,89.53,129.16,141.43,92.37,151.78,48.69,1.88,40.28,94.95,28.56,32.93,26.3,93.88,79.78,29.5,87.74,50.01,74.07,95.02,55.2,15.73,1280.4,55.21,57.85,78.2,42.93,72.42,133.11,542.76,57.77,238.5,72.63,17.53,28.87,94.82,55.49,279.28,48.05,186.31,22.47,109.55,34.7,20.85,9.33
9/9/2015 16:00:00,4756.53,27.54,43.07,30.64,25.84,5.56,16.59,90.44,127.17,139.68,90.83,147.46,47.61,1.85,39.44,99.18,28.34,32.4,25.94,91.07,78.52,29.24,86.64,49.69,72.17,94.11,54.32,15.46,1276.72,54.69,56.66,77.51,41.99,71.19,129.95,527.35,56.27,239.23,70.59,16.96,28.69,92,55.06,281,47.22,185.05,22.84,108.06,34.37,20.61,9.27
9/10/2015 16:00:00,4796.25,28.14,43.29,31.07,26.11,5.65,16.57,91.98,128.72,140.01,91.06,152.29,47.41,1.84,39.65,99.48,28.27,33.28,26.26,92.21,78.7,29.27,88.3,49.77,72.16,94.77,55.33,15.56,1287.74,55.37,56.84,77.92,42.38,72.27,132,531.22,56.01,241.24,71.9,17.2,29.06,93.47,59.13,285.14,47.6,184.29,23.86,107,33.46,20.77,9.34
9/11/2015 16:00:00,4822.34,28.55,43.48,31.29,26.47,5.66,16.68,92.05,131.08,141.05,91.62,149.23,47.57,2.01,39.82,97.51,28.21,33.3,26.02,91.68,79.19,29.47,89.31,50.23,73.76,94.84,54.66,15.5,1290.41,56.53,57.26,78.31,42.68,73.01,134.06,533.3,56.35,245.85,71.83,16.8,29.15,94.48,59.13,289.62,47.88,184.45,23.49,105.25,33.55,20.65,9.5
9/14/2015 16:00:00,4805.76,28.83,43.04,31.16,26.07,5.67,16.88,92.31,131.19,141.15,91.2,147.02,47.83,1.82,39.95,95.69,28.13,33.17,25.7,90.93,78.46,29.39,88.82,49.72,74.55,94.45,54.31,15.6,1286.83,56.29,56.73,77.76,42.28,72.99,134.85,531.4,57.56,244.27,72.5,16.7,29.21,94.44,59.85,289.7,47.68,184.57,22.96,106.1,33.77,20.67,9.46
9/15/2015 16:00:00,4860.52,29.07,43.98,31.76,26.12,5.74,16.9,92.9,134.38,142.43,92.06,154.56,48.3,1.86,41.31,99.16,28.57,33.46,25.98,93.33,79.53,29.73,88.99,49.76,75.39,95.5,54.87,15.92,1318.8,56.91,57.09,78.89,42.99,72.24,135.45,541.45,58.3,249.39,74.02,16.52,29.8,95.24,61.06,290.05,48.05,188.51,22.97,108.2,33.8,21.14,9.63
9/16/2015 16:00:00,4889.24,29.1,44.3,31.8,26.37,5.78,17.48,93.45,131.49,143.61,93.07,151.08,48.7,1.89,41.53,104.08,28.87,33.62,26.07,93.71,80.53,29.77,89.47,50.36,76.37,96.11,55.2,16.17,1320.48,57.26,57.17,79.59,43.04,72.79,133.66,540.99,58.45,252.5,74.76,16.68,30.52,95.37,60.85,290.57,48.13,187.86,23.77,109.28,33.77,21.2,9.75
9/17/2015 16:00:00,4893.95,28.48,44.25,32.15,26.94,5.83,17.47,94.34,130.61,143.35,93.37,153.14,48.15,1.89,42.47,104.21,29.23,33.81,25.88,92.79,80.31,29.71,85.77,50.86,76.43,95.7,54.98,16.02,1318,57.28,57.69,79.43,43.72,72.16,135.19,550.97,57.93,250.68,72.64,16.41,30.97,92.32,61.43,290.07,47.89,192.22,23.27,104.91,33.32,21.13,9.73
9/18/2015 16:00:00,4827.23,28.36,43.48,31.46,27.01,5.82,17.37,94.4,127.59,141.81,93.05,153.21,47.8,1.87,41.84,102.62,28.71,34.37,25.54,90.01,81.25,29.02,85.49,49.32,75.44,93.33,54.45,15.93,1294.47,56.84,56.83,79.01,42.85,69.68,124.16,550.36,56.67,246.31,71.22,15.5,31.1,90.4,61.66,285.51,47.33,191.39,23,99.64,32.92,20.81,9.39
9/21/2015 16:00:00,4828.95,28.8,44.11,31.77,27.42,5.88,17.61,95.55,127.26,143.21,93.71,151,47.45,1.81,42.81,100.3,28.95,33.54,25.54,89.4,83.32,29.16,86.81,49.41,75.2,93.05,54.39,15.64,1307.48,57.54,56.1,79.9,42.85,70.22,118.19,529.38,56.63,246.81,68.07,15.75,31.52,91.95,61.8,292.02,47.72,194.5,23.02,98.68,34.25,21.08,9.37
9/22/2015 16:00:00,4756.72,28.35,43.9,31.13,26.92,5.72,17.4,92.96,124.7,142.65,92.37,152.14,46.61,1.73,42.34,98.47,28.86,32.21,25.14,86.68,84.66,28.67,86.85,47.83,74.31,91.43,53.94,15.1,1288.95,57.12,54.91,79.19,41.99,68.05,114.41,530.18,55.18,244.89,65.64,15.41,31.41,90.71,60.03,288.45,47.51,193.42,22.73,95.5,33.35,21.21,9.09
9/23/2015 16:00:00,4752.74,28.58,43.87,31.12,26.8,5.75,17.4,93.97,125.54,145.43,92.4,151.18,46.58,1.7,43.03,98.07,28.69,32.3,25.28,83.88,85.5,28.74,87.59,48.24,73.31,90.05,53.56,14.61,1275.99,57.79,54.43,79.37,42.28,67.72,111.86,536.5,55.2,247.85,63.69,14.81,31.62,91.24,59.77,288.89,47.57,191.38,22.9,92.59,34.16,21.18,8.86
9/24/2015 16:00:00,4734.48,28.75,43.91,31.29,26.69,5.86,17.54,94.41,124.1,144.87,92.47,153.91,46.75,1.72,42.52,103.76,28.41,32.45,25.41,84.2,83.91,28.48,87.86,47.99,72.92,89.12,53.27,14.69,1281.13,58.37,54.57,79.58,42.13,68.2,111.11,522,54,247.98,63.39,15.34,31.49,90.16,60.26,279.67,47.03,184.93,22.58,92.52,33.91,21.05,8.8
9/25/2015 16:00:00,4686.5,28.68,43.94,30.6,26.21,5.9,17.13,92.77,126.74,145.55,93.47,150.59,47.17,1.71,42.73,102.24,28.27,32.36,26.03,85.35,83.13,28.81,87.88,47.49,73.35,89.03,53.22,14.6,1252.76,57.99,52.88,80.3,42.8,68.5,103.28,490.67,54.44,252.22,63.08,14.91,32.06,92.38,60.27,279.3,46.8,183.53,22.62,91.9,33.77,20.96,8.84
9/28/2015 16:00:00,4543.97,28.11,43.29,29.74,25.2,5.83,16.56,89.21,120.85,143.55,92.47,147.09,46.95,1.66,40.54,99.47,27.41,31.41,25.66,83.08,80.52,28.76,86.22,46.7,69.99,87.19,52.54,14.37,1199.14,55.77,51.5,78.62,41.47,66.17,98.5,453.98,53.47,245.88,61.77,14.06,31.31,90.52,58.57,270.49,46.25,172.1,22.87,90.05,32.25,20.48,8.66
9/29/2015 16:00:00,4517.32,27.27,43.44,29.75,24.8,5.93,16.44,86.67,119.67,143.72,93.04,145.93,47.53,1.67,39.56,98.35,27.57,31.28,25.64,85.21,79.83,29.24,86.83,46.64,69.2,88.08,52.43,14.55,1200.32,55.72,50.61,79.09,40.81,65.44,99.83,451.82,54.05,242.98,62.86,14.38,30.66,90.39,55.94,268.98,45.96,167.36,23.72,86.7,30.63,20.44,8.65
9/30/2015 16:00:00,4620.16,27.58,44.26,30.42,25.59,6.16,16.56,89.9,125.01,144.57,94.3,145.72,49.52,1.72,39.81,103.26,28.44,31.82,26.25,87.98,82.22,30.14,88.75,47.47,70.58,90.14,53.73,14.69,1236.86,56.84,51.06,80.36,41.87,68.2,104.14,465.14,56.41,250,65.33,14.98,30.89,92.74,57.33,273.4,46.18,175.85,24.02,91.06,31.04,20.68,8.97
10/1/2015 16:00:00,4627.08,27.4,44.61,30.56,26.04,6.04,15.99,90.95,122.14,144.56,93.85,143.51,48.44,1.74,40.13,105.98,28.71,31.79,25.73,85.97,83.75,30,88.86,47.55,70.83,90.16,53.18,14.67,1247.08,57.48,50.62,80.89,42.21,70.11,107.23,472.97,54.94,251.9,64.44,14.77,30.9,93.78,57.22,276.46,46.4,181.77,23.48,90.68,31.48,20.52,9.01
10/2/2015 16:00:00,4707.78,27.6,45.57,31.35,26.63,6.2,16.5,92.07,123.33,145.86,94.16,138.53,48.77,1.83,40.7,106.11,29.36,32.11,25.76,88.41,83.99,30.51,89.5,48.27,71.41,91.9,55.07,14.94,1265.68,58.08,51.65,81.36,43.56,71.46,115.18,479.07,55.69,252.32,65.68,15.91,31.46,90.57,58.4,279.58,46.92,183.14,24.54,95.5,32.83,20.81,9.1
10/5/2015 16:00:00,4781.26,27.7,46.63,32.07,27.18,6.36,16.41,94.01,121.22,148.07,95.81,132.24,50.13,1.8,40.96,111.25,29.81,32.38,26.85,89.39,85.84,31.21,91.31,49.19,72.24,93.65,56.23,15.1,1274.86,59.04,52.09,82.7,44.29,72.76,114.52,473.14,57.43,254.21,65.42,17.57,31.97,91.23,59.08,283.44,47.55,187.52,25.83,96.71,32.67,21.3,9.28
