,NASDAQ,AAPl,MSFT,GOOG,AMZN,NVDA,TSLA,META,AVGO,COST,PEP,AMGN,TXN,AMD,TMUS,NFLX,CMCSA,AZN,CSCO,ASML,ADBE,INTC,INTU,SNY,KHC,HON,QCOM,AMAT,BKNG,SBUX,ISRG,ADP,MDLZ,MAR,VRTX,REGN,ADI,ORLY,LRCX,MU,ATVI,CME,PANW,EQIX,SNPS,CHTR,NTES,MELI,PYPL,CDNS,CSX
1/24/2019 16:00:00,7073.46,38.17,106.2,53.7,82.75,39.46,19.43,145.83,263.55,210.31,109.5,198.89,102.09,20.85,68.66,326.67,36.24,35.79,45.61,168.9,242.56,49.76,212.16,41.22,46.54,141.18,50.81,37.82,1795.67,64.74,178.71,134.75,43.03,108.24,186.58,407.93,94.75,339.94,161.2,36.59,47.27,186.32,70.16,371.28,91.42,287.58,48.08,339.15,92.2,45.94,21.68
1/25/2019 16:00:00,7164.86,39.44,107.17,54.55,83.53,40.04,19.8,149.01,267.94,209.07,109.35,201.92,104.41,21.93,68.48,338.05,35.78,35.75,46.13,176.66,244.95,47.04,214.3,41.77,46.75,141.71,51.3,39.19,1802.2,67.09,171.68,136.41,42.72,109.85,189.5,418.29,97.67,337.44,165.49,38.96,47.8,185.94,69.91,369.44,93.55,291.41,48.52,342.88,94.28,46.59,22.07
1/28/2019 16:00:00,7085.69,39.08,105.08,53.5,81.89,34.5,19.76,147.47,267.62,210.77,108.82,203.88,102.68,20.18,67.62,335.66,35.37,35.49,45.75,174.15,241.85,46.71,211.05,41.92,46.9,140.48,50.64,38.7,1813.6,66.9,165.58,135.5,43.12,110.53,188.09,413.95,97.34,335.67,166.06,38.08,46.74,184.96,69.2,377.11,91.65,290.86,48.25,355,92.3,46.46,21.87
1/29/2019 16:00:00,7028.29,38.67,102.94,53.03,79.69,32.9,19.83,144.19,266.32,210.31,109,201.98,101.35,19.25,67.78,328.9,36.08,35.55,45.96,174.61,238.27,46.54,208.33,42.64,46.88,141.74,49.4,38.2,1808.8,67.04,164.75,134,43.43,111.12,186.38,417.15,97.01,339.24,164.99,37.39,45.73,181.19,68.92,379.29,90.34,289.78,47.62,351.23,91.12,46.3,21.81
1/30/2019 16:00:00,7183.08,41.31,106.38,54.45,83.52,34.35,20.58,150.42,270.82,211.35,110.82,201.98,102.14,23.09,68.32,340.66,35.43,35.95,46.71,177.19,242.67,47.54,214.1,43.02,46.75,143.28,50.17,39.6,1818.7,68.15,169.49,139.41,43.81,113.64,187.05,419.91,99.01,345.68,170.93,38.24,46.31,180.37,70.95,383.01,92.43,289.91,48.61,362.02,92.42,47.48,22.1
1/31/2019 16:00:00,7281.74,41.61,104.43,55.82,85.94,35.94,20.47,166.69,268.25,214.63,112.67,200.97,100.68,24.41,69.62,339.5,36.57,36.58,47.29,175.03,247.82,47.12,215.82,43.45,48.06,143.63,49.52,39.08,1832.81,68.14,174.55,139.84,46.26,114.53,190.91,429.27,98.86,344.66,169.58,38.22,47.24,182.28,71.61,394,93.35,331.05,50.39,364,88.76,48.03,21.9
2/1/2019 16:00:00,7263.87,41.63,102.78,55.54,81.31,36.18,20.81,165.71,266.81,210.27,112.19,198.77,101.99,24.51,69.63,339.85,36.79,36.65,47.34,178.41,247.38,48.73,214.45,43.26,47.76,144.71,49.61,39.31,1836.96,68.11,174.88,141.62,45.57,114.57,191.52,430.15,100.54,346.75,172.77,39.6,46.01,183.44,73.42,396.38,94.79,340.95,49.96,364.66,90.01,48.68,22.07
2/4/2019 16:00:00,7347.54,42.81,105.74,56.64,81.67,37.3,20.86,169.25,272.12,211.18,113.09,191.95,101.8,24.13,69.41,351.34,36.77,36.76,47.35,179.56,254.74,49.22,220.91,43.75,47.73,147.93,49.69,38.9,1860.99,67.58,174.14,143.63,46.11,115.65,187.98,425.4,99.7,356.17,173.16,39.47,46.78,181.54,73.39,395.29,97.56,337,50.33,368.08,91.66,49.69,22.47
2/5/2019 16:00:00,7402.08,43.55,107.22,57.3,82.94,37.49,21.42,171.16,270,211.61,112.9,192.11,102.32,23.31,66.85,355.81,37.15,37,47.26,181.61,254.82,50.01,224.49,43.6,48.14,148.69,50.73,39.12,1902.26,69.34,174.3,145.29,45.98,116.91,187.02,421.04,100.4,358.21,173.69,39.37,47.84,178.78,72.98,395.79,98.71,340.7,51.35,363.25,92.27,50.08,22.76
2/6/2019 16:00:00,7375.28,43.56,106.03,55.76,82.01,38.25,21.15,170.49,276.21,211.6,113.05,184.86,106.48,23.26,66.94,352.19,37.17,36.87,47.48,186.86,254.35,49.9,224.58,43.39,47.69,148.9,51.1,40.28,1906.93,68.85,173.98,145.54,46.2,117.27,182.39,406.56,102.41,353.62,177.1,41.52,43,177.76,73.52,390.1,99.74,343.51,48.63,358.92,92.25,50.48,22.7
2/7/2019 16:00:00,7288.35,42.74,105.27,54.94,80.72,36.85,20.5,166.38,269.09,209.05,113.09,187.11,103.86,22.67,68.28,344.71,37.68,36.94,46.7,181.1,253.74,49.23,220.97,42.51,47.23,148.15,50.55,39.92,1877.06,69.14,169.79,145.68,46.5,115.52,180.18,406.46,100.63,365.46,175.72,39.38,43.96,177.23,73.15,389.79,98.45,344.51,47.54,358.2,90.85,50.58,22.74
2/8/2019 16:00:00,7298.2,42.6,105.67,54.75,79.41,37.04,20.39,167.33,274.06,207.75,113.02,187.07,104.55,23.05,68.38,347.57,37.6,37.01,47.19,181.07,257,48.84,224.83,42.64,47.46,148.61,50.29,39.78,1871.09,69.75,172.35,146.81,46.9,115.48,181.34,406.86,100.73,360.23,175.3,38.58,43.41,178.2,74.87,395.82,99.42,344.16,47.98,347.82,91.87,50.91,22.92
2/11/2019 16:00:00,7307.91,42.36,105.25,54.75,79.55,36.61,20.86,165.79,275.72,208.72,112.97,186.18,104.76,22.96,68.44,345.73,37,36.68,47.58,178.52,258.39,48.77,225.47,42.33,47.33,148.48,50.83,39.9,1865,69.99,176.49,147.51,47.45,115.65,181.53,408.51,101.75,366.68,175.92,38.58,40.11,177.32,74.62,400.07,98.87,337.82,48.03,350.83,92.69,50.84,23.07
2/12/2019 16:00:00,7414.62,42.72,106.89,56.07,81.9,37.79,20.79,165.04,279.39,211.9,113.79,188.31,106.44,22.82,69.6,359.97,37.24,37.2,47.89,182.79,261.37,50.01,228.96,42.72,48.11,150.36,51.66,40.69,1895.29,69.75,179.9,149.5,47.55,114.74,184.01,416.34,104.06,378.49,179.25,40.4,41.67,178.93,74.82,397.48,101.59,340.4,48.88,364,94.38,52.13,23.71
2/13/2019 16:00:00,7420.38,42.55,106.81,56.01,82,38.22,20.54,164.07,281.32,212.8,114.12,190.76,107.15,22.85,69.07,351.77,37.03,36.58,47.5,182.31,260.23,50.47,228.59,41.62,47.64,151.48,51.59,40.85,1919.97,70.51,177.82,150.46,47.61,118.86,185.25,412.09,104.42,377.42,181.01,41.68,44.57,180.4,74.05,391.91,100.66,338.49,48.11,360.57,94.01,51.36,23.71
2/14/2019 16:00:00,7426.96,42.7,106.9,56.08,81.13,38.63,20.25,163.95,281.5,213.84,112.59,184.23,106.97,23.13,70.5,359.07,37.26,39.98,48.4,184.33,260.14,50.81,230.78,41.56,47.34,150.52,51.57,40.71,1902.33,70.84,178.69,148.15,47.32,118.62,185.72,414.97,104.49,383.05,181.33,42.23,45.43,177.4,75.05,420.59,100.61,341.6,48.23,359.84,94.42,51.66,23.88
2/15/2019 16:00:00,7472.41,42.61,108.22,55.68,80.4,39.34,20.53,162.5,281.93,216.47,115.91,186,107.57,23.68,72.05,356.87,37.77,40.92,49.43,184.37,259.45,51.66,233.32,42.55,47.62,153.32,51.98,39.1,1933.57,70.71,182.83,149.67,48.16,121.05,188.07,423.97,105.74,388,181.09,41.99,44.6,175.4,75.59,421.39,101.65,349.06,45.52,363.1,94.91,52.58,24.18
2/19/2019 16:00:00,7486.77,42.73,108.17,55.93,81.38,39.16,20.38,162.29,281.66,218.12,115.93,185.79,107.28,23.95,72.52,361.92,37.55,40.46,49.65,182.46,257.81,51.4,234.63,42.22,47.77,153.28,52.01,39.3,1935.5,70.2,182.72,150.31,48.1,122.03,186.86,420.6,104.22,384.54,180.31,41.96,44.48,174.3,76.63,430.59,101.86,348.43,45.93,367.21,95.02,52.64,24.17
2/20/2019 16:00:00,7489.07,43.01,107.15,55.69,81.11,39.64,20.17,162.56,283.42,217.11,115.83,188.43,107.94,23.95,72.75,359.91,37.79,40.53,49.63,183.85,258.1,51.39,235.97,42.15,48.26,154.58,52.45,39,1926.17,70.39,183.22,150.56,47.99,126.97,187.84,422.51,106.82,383.58,182.21,42.21,42.78,175.59,75.55,431.53,102.98,349.76,46.52,368.34,94.73,55.07,24.42
2/21/2019 16:00:00,7459.71,42.77,109.41,54.85,80.97,38.94,19.42,160.04,280.94,215.23,116.1,188.98,106.64,23.92,73.41,356.97,38.47,40.43,49.41,182.53,257.76,51.41,235.03,41.33,48.18,152.61,52.35,38.83,1906.31,70.7,183.29,150.98,48.41,127.37,183.06,418.62,105.28,380.5,178.82,41.53,41.9,176.49,75.39,425.86,101.47,349.54,43.78,364.98,94.96,55.4,24.19
2/22/2019 16:00:00,7527.55,43.24,110.97,55.52,81.58,39.8,19.65,161.89,276.5,216.29,116.76,186.68,107.31,24.36,73.2,363.02,38.61,40.94,50.11,184.89,258.9,52.49,250.94,41.18,34.95,153.2,53.12,39.43,1910.52,71.3,183.95,153.18,47.72,128.84,185.76,422.52,105.91,383.99,179.22,42.57,41.5,178.06,76.7,428.54,102.3,350.08,44.53,374.06,95.98,56.57,24.44
2/25/2019 16:00:00,7554.46,43.56,111.59,55.47,81.65,39.67,19.92,164.62,278.6,217.05,116.06,188.34,108.19,24.71,73.05,363.91,38.57,41.5,50.79,186.99,258.62,53.1,247.72,40.83,34.23,154.06,52.99,39.66,1890.03,71.05,184.46,152.49,47.21,128.48,186.33,420.38,107.9,375.16,179.6,42.75,41.96,177.49,77.96,428.98,102.89,348.9,44.84,375.09,96.7,57.27,24.27
2/26/2019 16:00:00,7549.3,43.58,112.36,55.76,81.82,39.28,19.86,164.13,275,217.61,115.97,186.97,107.27,24.21,72.53,364.97,38.8,41.98,51.18,185.36,261.22,53.23,248.91,41.38,33.12,153.92,53.03,39.58,1915.73,71.14,182.82,152.88,47.43,128.57,188.92,426.15,107.18,378.04,178.56,42.96,42.08,178.11,78.52,425.84,102.57,346.32,44.97,369.49,96.59,57.36,24.25
2/27/2019 16:00:00,7554.51,43.72,112.17,55.8,82.05,38.85,20.98,162.81,271.49,218.05,115.37,186.92,105.71,23.48,72.12,362.87,38.53,42.39,51.59,184.12,262.9,53.24,249.85,41.31,32.2,154.6,53.04,38.78,1906,70.15,183.14,152.98,47.13,126.93,189.81,433.33,105.93,367.96,177.2,41.32,41.79,179.86,84.96,418.15,102.63,345.03,45.12,446.68,97.86,57.45,24.22
2/28/2019 16:00:00,7532.53,43.29,112.03,56,81.99,38.57,21.33,161.45,275.36,218.74,115.64,185.5,105.78,23.53,72.21,358.1,38.67,41.58,51.77,182.87,262.5,52.96,247.13,41.6,33.19,154.07,53.39,38.34,1697.04,70.26,182.54,153.03,47.16,125.27,188.75,430.74,106.96,371.96,176.09,40.88,42.14,181.91,82.09,423.5,101.68,344.91,44.64,458.79,98.07,57.25,24.22
3/1/2019 16:00:00,7595.35,43.74,112.53,57.05,83.59,39.11,19.65,162.28,272.75,219.44,116.18,187.5,106.76,23.68,72.34,357.32,39.1,41.76,51.41,185.11,264.01,53.3,250.41,42.15,32.4,155.72,54.2,38.56,1714.08,70.85,186.18,153.9,47.23,124.45,192.16,439.57,108.44,371.09,176.75,41.58,42.84,182.59,81.82,432.79,103.19,346.58,43.48,451.64,98.8,58.14,24.15
3/4/2019 16:00:00,7577.57,43.96,112.26,57.39,84.81,39.2,19.02,167.37,274.89,218.41,116.17,189.81,107.4,23.37,71.65,351.04,38.73,41.69,51.16,185.66,258.16,53.94,249,42.5,33.23,154.5,53.78,39.08,1707.82,70.95,183.31,153.26,46.99,123.94,190.04,433.83,108.66,370.48,177.77,41.06,41.79,180.3,80.85,426.98,103,346.1,43.79,463.8,96.57,58.54,24.28
3/5/2019 16:00:00,7576.36,43.88,111.7,58.1,84.62,39.13,18.44,171.26,277.01,219.82,116.03,190.08,106.57,23.5,71.41,354.3,38.72,42.31,51.3,184.53,257.38,53.68,247.09,43.12,33.04,154.15,53.94,38.93,1745.93,71.58,182.2,152.66,46.93,125.22,187.8,437.13,108.23,374.8,173.54,39.99,41.88,175.99,78.11,426.92,103.38,343.75,45.79,467.77,96.53,58.87,24.15
3/6/2019 16:00:00,7505.92,43.63,111.75,57.89,83.45,38.01,18.42,172.51,271.35,219.23,116.66,191.42,105.42,22.41,70.78,359.61,38.61,42.03,51.67,181.16,256.4,52.95,246.91,43.31,32.86,153.74,54.8,38.07,1751.62,71.27,178.84,152.53,46.97,125.12,181.11,423.69,106.79,372.36,169.19,37.93,42.56,174.25,78.15,424.66,103.68,340.56,46.36,461.53,96.46,58.51,24.02
3/7/2019 16:00:00,7421.46,43.13,110.39,57.17,81.3,37.32,18.44,169.13,265.51,216.79,116.1,190.08,104.95,22.08,71.32,352.6,38.38,41.66,51.29,177.52,255.46,52.6,245.43,42.96,31.89,152.48,54.03,37.57,1725.01,70.61,177.72,150.42,46.81,122.22,178.61,409.58,105.68,369.41,167.16,37.83,41.42,172.5,78.17,426.75,103.26,340.03,44.89,451.15,96.21,58.77,24.01
3/8/2019 16:00:00,7408.14,43.23,110.51,57.12,81.04,37.66,18.94,169.6,264.19,227.82,115.23,191.16,104.86,22.01,70.65,349.6,38.19,41.77,51.07,178.84,254.74,52.48,245.88,42.91,32.1,151.59,53.53,37.74,1715.82,69.36,177.92,149.24,46.58,120.7,177.26,402.64,105.41,364.1,168.83,38.65,42.03,171.54,78.21,430.38,103.2,337.54,45.31,449.59,95.69,59.16,23.92
3/11/2019 16:00:00,7558.06,44.73,112.83,58.79,83.53,40.28,19.39,172.07,269.06,229.69,116.59,189.78,106.45,22.96,71.47,358.86,39.17,42.19,51.92,181.09,260.96,53.35,250.54,43.48,32.17,153.19,54.35,38.51,1709.9,69.68,180.98,151.09,47.12,120.25,180.52,412.05,107.68,366.34,172.01,39.03,42.92,170.82,80.29,438.33,105.41,341.08,46.59,481.11,97.45,59.96,24.32
3/12/2019 16:00:00,7591.03,45.23,113.62,59.66,83.66,40.63,18.89,171.92,269.63,232.96,116.57,188.82,106.52,23.49,71.7,356.27,39.49,41.85,52.15,182.51,263.51,53.57,250.3,43.55,31.99,153.5,54.84,38.71,1736,70.05,183.38,151.99,46.95,120.69,182.57,417.62,107.91,365.51,172.06,39.25,42.63,170.37,80.07,438.5,106.9,342.51,46.55,483.48,97.5,60.62,24.22
3/13/2019 16:00:00,7643.41,45.43,114.5,59.67,84.54,42.16,19.26,173.37,271.21,236.38,116.58,183.15,107.58,23.38,72.25,361.21,39.56,42.45,52.59,182.53,264.38,54.37,253.65,44.09,32.3,155.04,55.39,38.6,1760.71,70.1,185.72,152.84,47.28,120.19,185.66,409.01,108.08,367.33,170.41,38.83,43.7,169.69,80.92,438.87,107.63,348.13,48.17,507.93,99.31,60.66,24.66
3/14/2019 16:00:00,7630.91,45.93,114.59,59.28,84.31,41.39,19.33,170.17,268.2,233.84,115.5,181.46,107.1,22.82,72.34,358.82,39.87,42.27,52.74,183.29,267.69,53.44,256.77,44.33,31.87,155.25,55.4,38.93,1743.88,70.74,186.24,153.51,47.35,119.62,186.11,407.5,108.25,368.16,176.53,38.41,43.32,168.43,80.92,440.48,108,352.71,47.71,493.79,99.03,61.16,24.33
3/15/2019 16:00:00,7688.53,46.53,115.91,59.22,85.62,42.45,18.36,165.98,290.29,233.6,115.66,180.87,110.74,23.29,73.46,361.46,40.47,42.51,53.2,192.81,257.09,54.33,258.13,45.09,32.09,155.35,56.6,40.39,1752.17,70.67,186.07,155.31,47.8,122.32,188.09,414.47,109.39,370.02,182.39,39.54,44.63,170.14,79.91,441.61,109.17,355.92,48.47,488.73,100.73,60.99,24.27
3/18/2019 16:00:00,7714.48,47.01,117.57,59.21,87.11,42.24,17.97,160.47,293.84,236.59,117.27,184.14,109.81,23.25,73.68,363.44,39.92,42.58,53.51,190.64,257.76,54.1,257.72,44.91,32.03,156.93,56.83,40,1756.33,70.84,186.5,154.69,48.04,124.96,187.48,407.6,109.15,375.8,180.2,39.61,44.97,169.89,80.34,444.1,109.31,357.35,48.7,484.97,100.27,61.06,24.62
3/19/2019 16:00:00,7723.95,46.63,117.65,59.94,88.09,43.93,17.83,161.57,299.31,237.05,118.09,184.18,110.02,26,72.59,358.78,39.78,42.87,53.31,190.81,260.42,54.17,256.06,45.14,32.13,157.24,56.97,40.37,1764.03,71.38,187.57,154.63,48.24,125.75,181.76,406.99,109.95,374.21,179.35,40.37,46.42,168.73,80.83,443.55,109.19,360.45,48.86,482.36,101.54,61.24,24.32
3/20/2019 16:00:00,7728.97,47.04,117.52,61.2,89.86,43.6,18.24,165.44,291.03,236.98,118.32,187.35,109.63,25.7,72.06,375.22,39.47,43.02,53.26,191.14,259.74,53.82,255.99,45.41,32.02,156.29,57.16,39.57,1774.43,71.63,189.79,154.02,48.18,123.67,179.98,405.5,108.61,375.48,175.74,40.13,46.16,164.79,81.94,448.08,109.27,362.44,47.4,497.95,102.31,61.45,24.27
3/21/2019 16:00:00,7838.96,48.77,120.22,61.58,90.96,45.99,18.27,166.08,296.8,239.54,119.44,187.76,112.22,27.89,72.26,377.87,40.05,42.95,53.94,194.36,264.18,54.64,260.62,45.43,32.75,158.45,57.77,41.33,1774.36,72.26,192.66,155.34,48.88,125.06,182.56,402.59,110.18,384.61,183.8,43.99,48.6,164.33,83.26,458.29,112.91,366.27,48,504.48,104.15,63.08,24.55
3/22/2019 16:00:00,7642.67,47.76,117.05,60.28,88.24,44.38,17.64,164.34,292.65,237.56,120.72,191.24,109.68,26.37,71.9,361.01,39.46,42.59,52.74,187.75,259.69,53.26,252.68,44.26,32.29,155.83,56.82,39.86,1721.59,71.96,187.09,153.81,49.13,124.5,181.53,391.8,107.4,376.3,179.45,41.62,46.87,163.32,80.79,451.5,110.31,360.78,46.47,497.37,101.27,61.76,24.17
3/25/2019 16:00:00,7637.54,47.19,117.66,59.65,88.71,43.45,17.36,166.29,292.16,236.97,120.85,191.31,107.11,25.97,72.31,366.23,39.18,42.55,52.73,186.33,262.27,52.78,253.83,43.95,32.5,155.93,56.64,39.4,1752.39,72.3,187.57,153.75,49.41,123.66,183.85,395,105.25,385.89,179.09,40.55,46.98,164.17,80.61,446.18,111.36,356.84,46.75,491.3,101.55,62.11,24.25
3/26/2019 16:00:00,7691.52,46.7,117.91,59.23,89.19,44.22,17.85,167.68,297.03,239.07,122.02,191.49,108.33,25.69,73.34,359.97,39.63,42.94,53.23,187.29,265.59,53.44,255.99,44.19,32.9,157.48,58,39.63,1768.87,72.96,189.21,156.2,49.79,123.56,189.91,405.62,107.1,384.68,180.05,40.32,46.43,164.15,81.4,447.67,112.4,356.03,47.08,493.9,103.15,62.3,24.35
3/27/2019 16:00:00,7643.38,47.12,116.77,58.65,88.29,44.13,18.32,165.87,295.97,239.41,121.89,191.12,105.97,24.89,72.24,353.37,40.21,42.65,53.14,184.06,262.34,53.16,255.38,43.79,32.64,157.11,56.91,38.93,1752.11,72.74,186.09,156.79,49.63,122.17,185.82,402.87,104.96,386.89,177.64,39.23,45.52,162.58,79.82,448.08,112.49,355.51,47.05,484.94,103.07,61.83,24.47
3/28/2019 16:00:00,7669.17,47.18,116.93,58.42,88.67,44.31,18.57,165.55,299.07,241.22,121.84,191.89,104.91,25.06,69.15,354.61,40.42,42.98,53.36,184.2,263.53,53.11,259.22,44.26,32.89,158.54,56.55,38.51,1728.89,73.96,187.63,158.37,49.35,124.08,182.42,404.83,104.07,388.47,175.68,39.34,45.62,162.76,79.46,449.96,113.93,352.87,47.25,497.15,103.86,62.65,24.81
3/29/2019 16:00:00,7729.32,47.49,117.94,58.67,89.04,44.89,18.66,166.69,300.71,242.14,122.55,186.7,106.07,25.52,69.1,356.56,39.98,40.43,53.99,188.05,266.49,53.7,261.41,44.28,32.65,158.92,57.03,39.66,1744.91,74.34,190.19,159.74,49.92,125.09,183.95,410.62,105.27,388.3,179.01,41.33,45.53,164.58,80.96,453.16,115.15,346.91,48.29,507.73,103.84,63.51,24.94
4/1/2019 16:00:00,7828.91,47.81,119.02,59.72,90.71,45.57,19.28,168.7,305.79,244.19,122,186.59,108.64,26.36,69.97,366.96,40.31,41.27,54.98,192.48,272.17,54.51,265.75,44.3,32.5,161.47,57.81,41.13,1759.23,73.96,191.85,162.07,49.69,127.45,186.05,410.05,108.28,391.54,184.7,42.25,47.12,166.55,80.47,456.3,117.57,346.22,51.2,518.11,105.55,64.8,25.57
4/2/2019 16:00:00,7848.69,48.51,119.19,60.02,90.7,45.75,19.06,174.2,303.05,240.5,121.68,188.27,110.28,26.75,69.73,367.72,40.02,41.59,55.29,193.84,271.35,54.36,268.26,44.15,32.08,161.04,58.09,40.99,1763.55,74.27,191.99,161.44,49.64,128.5,187.11,414.82,108.11,394.33,184.26,42.44,47.46,168.07,80.07,460.44,117.51,346.63,51.66,509.99,105.23,64.61,25.39
4/3/2019 16:00:00,7895.55,48.84,119.97,60.3,91.04,47.16,19.45,173.54,304.2,242.48,121.56,186.32,112.75,29.02,69,369.75,40.27,41.09,55.63,197.74,271.5,55.48,269.08,44.11,32.25,160.29,57.68,42.43,1774.93,74.33,192.09,161.1,49.73,131.59,187.89,407,109.84,396.4,191.54,43.9,47.65,168.44,80.74,462.01,117.42,345.37,53.51,508.58,104.69,65.17,25.07
4/4/2019 16:00:00,7891.78,48.92,119.36,60.75,90.94,47.07,17.85,176.02,302,244.4,121.47,187.65,113.24,29.09,70.05,367.88,40.41,40.53,55.14,198.38,267.89,55.92,262.63,44.14,32.69,161.07,57.86,42.62,1780.6,74.35,190.09,159.34,49.65,132.2,184.15,406.53,110.54,398.08,191.03,42.89,46.96,169.36,79.02,461.44,115.26,345.72,53.95,501.48,104.46,63.67,24.93
4/5/2019 16:00:00,7938.69,49.25,119.89,60.36,91.86,47.74,18.33,175.72,304.28,245.87,121.62,189.98,113.63,28.98,70.35,365.49,40.42,40.7,55.21,201.39,267.45,55.6,261.7,43.99,33.17,161.7,57.99,43.04,1769.45,75.03,191.91,160.34,49.68,134.06,188.89,408.94,111.46,401.13,195.15,43.32,47.29,170.09,79.62,466.62,116.59,351.44,55.94,502.85,105.73,64.2,24.81
4/8/2019 16:00:00,7953.88,50.03,119.93,60.19,92.49,47.95,18.21,174.93,304.48,246.52,122,191.77,115.22,28.53,71.23,361.41,40.71,40.86,55.49,203.56,268.81,55.68,260.76,44.23,33.19,162.06,57.76,42.92,1788.72,75.2,192.78,160.46,49.61,134.91,188.93,401.26,111.74,401.99,193.58,42.9,47.57,172.39,79.63,463.41,116.43,354.14,55.75,506.5,106.57,63.98,25.21
4/9/2019 16:00:00,7909.28,49.88,119.28,59.86,91.79,47.32,18.15,177.58,303.45,244.91,122.17,192.43,113.94,27.24,71.42,364.71,41.04,40.69,55.18,201.57,268.99,55.32,258.9,44.04,32.95,160.85,57.44,42.01,1794.47,75.12,193.13,159.68,49.64,132.65,188.31,395.73,110.49,399.91,190.46,41.72,47.01,170.76,80.26,460.11,116.69,354.56,55.34,505.18,106.93,64.31,24.9
4/10/2019 16:00:00,7964.24,50.16,120.19,60.11,92.37,48.03,18.4,177.82,307.51,245.61,122.04,192.92,114.92,27.83,72.16,363.92,41.08,40.54,55.82,199.79,271.58,55.75,259.09,43.83,32.98,159.97,56.33,42.17,1806,75.48,195.3,160.42,49.7,132.75,190.37,408.23,112.07,405.01,190.84,42.17,47.86,170.06,80.84,461.21,117.28,354.35,54.59,514.34,107.51,64.47,25.02
4/11/2019 16:00:00,7947.36,49.74,120.33,60.23,92.2,47.89,17.89,177.51,309.41,241.24,121.67,192.33,114.88,27.79,73,367.65,41.04,39.84,55.6,197.91,271.9,55.8,259.59,43.3,32.99,160.9,55.9,42.47,1818.59,75.87,194.88,161.67,49.67,133.25,185.12,393.48,111.82,407.85,191.31,42.28,47.17,170.54,81.98,460.67,117.76,355.25,54.72,503.73,106.46,64.57,25.13
4/12/2019 16:00:00,7984.16,49.72,120.95,60.89,92.15,47.5,17.85,179.1,317.03,241.95,122.23,195.41,116.76,27.85,73.71,351.14,41.3,39.52,56.29,202.82,271.86,56.42,260.06,42.61,33.07,162.47,56.95,42.99,1833.07,76.65,194.28,163.31,49.79,134.65,182.78,382.94,114.21,406.32,194.08,42.01,47.28,172.92,81.55,463.38,118.19,356.05,54.89,504.52,108.48,64.98,25.55
4/15/2019 16:00:00,7976.01,49.81,121.05,61.06,92.24,46.18,17.76,179.65,316.4,246.33,123.66,194.88,115.09,27.33,73.79,348.87,41.78,39.81,56.56,199.84,272.22,56.28,260.88,42.63,33.14,162,57.18,42.71,1846.23,76.16,192.27,163.68,50.28,134.37,182.49,375.5,112.94,408.67,192.81,41.82,45.75,173.4,82.74,460,117.57,357.34,54.11,513.68,108.14,65.06,25.29
4/16/2019 16:00:00,8000.23,49.81,120.77,61.36,93.15,47.05,18.22,178.87,318.5,245.34,122.41,192.98,116.37,27.93,74.1,359.46,41.97,39.3,56.95,203.62,271.43,56.71,257.99,41.75,33.04,162.86,70.45,43.72,1841.7,75.7,187.14,162.14,50.12,135.8,179.74,367.69,114.6,408.49,194.62,42.76,45.06,173.92,81.49,452.66,116.73,358.05,53.15,501.96,108.2,64.7,25.3
4/17/2019 16:00:00,7996.08,50.78,121.77,61.82,93.24,46.82,18.08,178.78,320.53,245.56,127.01,193.89,115.6,27.49,72.46,354.74,42.57,38.77,56.31,203.36,269.45,58.56,256.27,41.09,32.89,162.89,79.08,43.89,1839.79,75.12,175,162.85,50.23,135.93,166.97,342.97,114.4,404.27,196.29,43.15,44.98,176.92,79.81,447.52,116.04,361.69,53.66,498.38,108.81,63.97,26.31
4/18/2019 16:00:00,7998.06,50.97,123.37,61.82,93.08,46.58,18.22,178.28,318.62,245.81,127.09,192.11,115.51,27.68,73.75,360.35,42.43,38.8,56.4,205.91,270.57,58.49,257.77,41.31,32.96,169.06,79.89,43.95,1844.31,76.06,176.02,162.44,50.09,134.41,168.16,333.34,114.79,399.46,194.77,43.4,45.31,176.36,78.49,446.44,115.98,359.37,53.2,492,107.36,63.37,26.32
4/22/2019 16:00:00,8015.27,51.13,123.76,62.44,94.37,47.12,17.52,181.44,315,243.42,126.44,191.42,114.95,28.18,73.72,377.34,42,38.75,56.34,205.51,272.21,58.82,261.59,41.35,32.9,168.24,81.97,43.79,1844.17,75.4,163.69,161.91,50.18,135.86,168.52,334.03,113.61,393.31,195.22,43.4,45.34,174.78,79.76,447.23,116.99,358.05,53.61,490.77,106.81,64.21,26.27
4/23/2019 16:00:00,8120.82,51.87,125.44,63.23,96.19,47.67,17.59,183.78,315.64,245.58,127.09,191.2,116.38,27.97,73.75,381.89,41.99,38.69,56.69,205.29,278.49,58.78,265.68,41.71,33.1,171.81,86.72,43.83,1887.73,75.99,166.81,165.04,50.36,136.28,175.37,344.14,114.11,395.66,194.78,42.77,46.51,174.79,80.36,450.21,119.89,358.63,54.83,500,106.9,66.7,26.34
4/24/2019 16:00:00,8102.02,51.79,125.01,62.8,95.09,47.79,17.24,182.58,314.33,247.96,126.92,188.05,118.43,28.46,73.33,374.23,41.85,38.72,56.88,205.41,275.45,58.72,264.04,41.48,32.76,171.29,86.83,44.46,1867.28,76.39,169.38,163.5,50.38,135.48,172.58,340.46,117.29,396.71,195.44,43.03,46.75,176.21,81.04,453.46,119.87,360.5,54.84,486.01,107.22,67.65,26.44
